county,office,district,party,candidate,votes
Hillsborough,U.S. Senate,NA,NA,UnderVotes,2233
Hillsborough,U.S. Senate,NA,NA,WriteinVotes,253
Hillsborough,U.S. Senate,NA,NPA,Steven B. Grant,2345
Hillsborough,U.S. Senate,NA,NPA,Tuan TQ Nguyen,1618
Hillsborough,U.S. Senate,NA,REP,Marco Rubio,253495
Hillsborough,Waterleaf Community Development District,Seat 3,NA,OverVotes,0
Hillsborough,Waterleaf Community Development District,Seat 3,NA,UnderVotes,85
Hillsborough,Waterleaf Community Development District,Seat 3,NOP,Bob Crespo,384
Hillsborough,Waterleaf Community Development District,Seat 3,NOP,Robert R. Bishop,238
Hillsborough,Waterleaf Community Development District,Seat 5,NA,OverVotes,0
Hillsborough,Waterleaf Community Development District,Seat 5,NA,UnderVotes,85
Hillsborough,Waterleaf Community Development District,Seat 5,NOP,James R. Ciciora,327
Hillsborough,Waterleaf Community Development District,Seat 5,NOP,Robert S. Bernardo,295
Hillsborough,Westchase Community Development District,Seat 2,NA,OverVotes,2
Hillsborough,Westchase Community Development District,Seat 2,NA,UnderVotes,813
Hillsborough,Westchase Community Development District,Seat 2,NOP,Basil Anthony Piazza,1213
Hillsborough,Westchase Community Development District,Seat 2,NOP,"Christopher ""Chris"" Barrett",3271
Holmes,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NA,OverVotes,6
Holmes,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NA,UnderVotes,536
Holmes,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NOP,No for Rejection,2888
Holmes,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NOP,Yes for Approval,3360
Holmes,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NA,OverVotes,3
Holmes,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NA,UnderVotes,585
Holmes,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NOP,No for Rejection,2814
Holmes,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NOP,Yes for Approval,3388
Holmes,Amendment No. 3: Additional Homestead Property Tax Exemption For Specified Critical Public Services Workforce,NA,NA,OverVotes,2
Holmes,Amendment No. 3: Additional Homestead Property Tax Exemption For Specified Critical Public Services Workforce,NA,NA,UnderVotes,394
Holmes,Amendment No. 3: Additional Homestead Property Tax Exemption For Specified Critical Public Services Workforce,NA,NOP,No for Rejection,2728
Holmes,Amendment No. 3: Additional Homestead Property Tax Exemption For Specified Critical Public Services Workforce,NA,NOP,Yes for Approval,3666
Holmes,Attorney General,NA,DEM,Aramis Ayala,537
Holmes,Attorney General,NA,NA,OverVotes,0
Holmes,Attorney General,NA,NA,UnderVotes,44
Holmes,Attorney General,NA,REP,Ashley Moody,6209
Holmes,Chief Financial Officer,NA,DEM,Adam Hattersley,537
Holmes,Chief Financial Officer,NA,NA,OverVotes,0
Holmes,Chief Financial Officer,NA,NA,UnderVotes,52
Holmes,Chief Financial Officer,NA,REP,Jimmy Patronis,6201
Holmes,Commissioner of Agriculture,NA,DEM,Naomi Esther Blemur,583
Holmes,Commissioner of Agriculture,NA,NA,OverVotes,0
Holmes,Commissioner of Agriculture,NA,NA,UnderVotes,71
Holmes,Commissioner of Agriculture,NA,REP,Wilton Simpson,6136
Holmes,Governor,NA,DEM,Crist / Hernandez,533
Holmes,Governor,NA,LPF,Roos / Rorabaugh,24
Holmes,Governor,NA,NA,OverVotes,1
Holmes,Governor,NA,NA,UnderVotes,7
Holmes,Governor,NA,NPA,Gimenez / Gibson,11
Holmes,Governor,NA,REP,DeSantis / Nuñez,6214
Holmes,Registered Voters,NA,NA,NA,11468
Holmes,Retention of Bo Winokur,First District Court of Appeal,NA,OverVotes,3
Holmes,Retention of Bo Winokur,First District Court of Appeal,NA,UnderVotes,790
Holmes,Retention of Bo Winokur,First District Court of Appeal,NOP,No,2127
Holmes,Retention of Bo Winokur,First District Court of Appeal,NOP,Yes,3870
Holmes,Retention of Bobby Long,First District Court of Appeal,NA,OverVotes,1
Holmes,Retention of Bobby Long,First District Court of Appeal,NA,UnderVotes,787
Holmes,Retention of Bobby Long,First District Court of Appeal,NOP,No,1934
Holmes,Retention of Bobby Long,First District Court of Appeal,NOP,Yes,4068
Holmes,Retention of Charles T. Canady,Justice of the Supreme Court,NA,OverVotes,7
Holmes,Retention of Charles T. Canady,Justice of the Supreme Court,NA,UnderVotes,710
Holmes,Retention of Charles T. Canady,Justice of the Supreme Court,NOP,No,2163
Holmes,Retention of Charles T. Canady,Justice of the Supreme Court,NOP,Yes,3910
Holmes,Retention of Jamie Grosshans,Justice of the Supreme Court,NA,OverVotes,2
Holmes,Retention of Jamie Grosshans,Justice of the Supreme Court,NA,UnderVotes,756
Holmes,Retention of Jamie Grosshans,Justice of the Supreme Court,NOP,No,1996
Holmes,Retention of Jamie Grosshans,Justice of the Supreme Court,NOP,Yes,4036
Holmes,Retention of John D. Couriel,Justice of the Supreme Court,NA,OverVotes,4
Holmes,Retention of John D. Couriel,Justice of the Supreme Court,NA,UnderVotes,734
Holmes,Retention of John D. Couriel,Justice of the Supreme Court,NOP,No,2015
Holmes,Retention of John D. Couriel,Justice of the Supreme Court,NOP,Yes,4037
Holmes,Retention of Jorge Labarga,Justice of the Supreme Court,NA,OverVotes,4
Holmes,Retention of Jorge Labarga,Justice of the Supreme Court,NA,UnderVotes,748
Holmes,Retention of Jorge Labarga,Justice of the Supreme Court,NOP,No,2868
Holmes,Retention of Jorge Labarga,Justice of the Supreme Court,NOP,Yes,3170
Holmes,Retention of Lori S. Rowe,First District Court of Appeal,NA,OverVotes,6
Holmes,Retention of Lori S. Rowe,First District Court of Appeal,NA,UnderVotes,790
Holmes,Retention of Lori S. Rowe,First District Court of Appeal,NOP,No,2255
Holmes,Retention of Lori S. Rowe,First District Court of Appeal,NOP,Yes,3739
Holmes,Retention of Ricky Polston,Justice of the Supreme Court,NA,OverVotes,1
Holmes,Retention of Ricky Polston,Justice of the Supreme Court,NA,UnderVotes,720
Holmes,Retention of Ricky Polston,Justice of the Supreme Court,NOP,No,2072
Holmes,Retention of Ricky Polston,Justice of the Supreme Court,NOP,Yes,3997
Holmes,Retention of Ross L. Bilbrey,First District Court of Appeal,NA,OverVotes,8
Holmes,Retention of Ross L. Bilbrey,First District Court of Appeal,NA,UnderVotes,775
Holmes,Retention of Ross L. Bilbrey,First District Court of Appeal,NOP,No,2119
Holmes,Retention of Ross L. Bilbrey,First District Court of Appeal,NOP,Yes,3888
Holmes,Retention of Susan Kelsey,First District Court of Appeal,NA,OverVotes,2
Holmes,Retention of Susan Kelsey,First District Court of Appeal,NA,UnderVotes,797
Holmes,Retention of Susan Kelsey,First District Court of Appeal,NOP,No,2133
Holmes,Retention of Susan Kelsey,First District Court of Appeal,NOP,Yes,3858
Holmes,State Senate,2,DEM,Carolynn Zonia,592
Holmes,State Senate,2,NA,OverVotes,2
Holmes,State Senate,2,NA,UnderVotes,68
Holmes,State Senate,2,REP,Jay Trumbull,6128
Holmes,U.S. House,2,DEM,Al Lawson,598
Holmes,U.S. House,2,NA,OverVotes,1
Holmes,U.S. House,2,NA,UnderVotes,42
Holmes,U.S. House,2,REP,Neal Dunn,6149
Holmes,U.S. Senate,NA,DEM,Val Demings,556
Holmes,U.S. Senate,NA,LPF,Dennis Misigoy,23
Holmes,U.S. Senate,NA,NA,OverVotes,0
Holmes,U.S. Senate,NA,NA,UnderVotes,18
Holmes,U.S. Senate,NA,NA,WriteinVotes,2
Holmes,U.S. Senate,NA,NPA,Steven B. Grant,34
Holmes,U.S. Senate,NA,NPA,Tuan TQ Nguyen,6
Holmes,U.S. Senate,NA,REP,Marco Rubio,6151
Indian River,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NA,OverVotes,42
Indian River,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NA,UnderVotes,10356
Indian River,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NOP,No for Rejection,28888
Indian River,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NOP,Yes for Approval,38338
Indian River,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NA,OverVotes,30
Indian River,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NA,UnderVotes,11183
Indian River,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NOP,No for Rejection,27570
Indian River,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NOP,Yes for Approval,38841
Indian River,Amendment No. 3: Additional Homestead Property Tax Exemption For Specified Critical Public Services Workforce,NA,NA,OverVotes,20
Indian River,Amendment No. 3: Additional Homestead Property Tax Exemption For Specified Critical Public Services Workforce,NA,NA,UnderVotes,7212
Indian River,Amendment No. 3: Additional Homestead Property Tax Exemption For Specified Critical Public Services Workforce,NA,NOP,No for Rejection,28649
Indian River,Amendment No. 3: Additional Homestead Property Tax Exemption For Specified Critical Public Services Workforce,NA,NOP,Yes for Approval,41743
Indian River,Attorney General,NA,DEM,Aramis Ayala,23678
Indian River,Attorney General,NA,NA,OverVotes,3
Indian River,Attorney General,NA,NA,UnderVotes,1336
Indian River,Attorney General,NA,REP,Ashley Moody,52607
Indian River,Chief Financial Officer,NA,DEM,Adam Hattersley,24489
Indian River,Chief Financial Officer,NA,NA,OverVotes,3
Indian River,Chief Financial Officer,NA,NA,UnderVotes,2175
Indian River,Chief Financial Officer,NA,REP,Jimmy Patronis,50957
Indian River,Commissioner of Agriculture,NA,DEM,Naomi Esther Blemur,24109
Indian River,Commissioner of Agriculture,NA,NA,OverVotes,8
Indian River,Commissioner of Agriculture,NA,NA,UnderVotes,2472
Indian River,Commissioner of Agriculture,NA,REP,Wilton Simpson,51035
Indian River,Governor,NA,DEM,Crist / Hernandez,24744
Indian River,Governor,NA,LPF,Roos / Rorabaugh,146
Indian River,Governor,NA,NA,OverVotes,19
Indian River,Governor,NA,NA,UnderVotes,205
Indian River,Governor,NA,NPA,Gimenez / Gibson,241
Indian River,Governor,NA,REP,DeSantis / Nuñez,52269
Indian River,Indian River County Hospital District,Seat 2,NA,OverVotes,14
Indian River,Indian River County Hospital District,Seat 2,NA,UnderVotes,20433
Indian River,Indian River County Hospital District,Seat 2,NOP,Igor Khromov,23502
Indian River,Indian River County Hospital District,Seat 2,NOP,Michael Kint,33675
Indian River,Indian River County Hospital District,Seat 4,NA,OverVotes,12
Indian River,Indian River County Hospital District,Seat 4,NA,UnderVotes,20114
Indian River,Indian River County Hospital District,Seat 4,NOP,Allen Jones,23976
Indian River,Indian River County Hospital District,Seat 4,NOP,Paul L. Westcott,33522
Indian River,Indian River County Hospital District,Seat 7,NA,OverVotes,35
Indian River,Indian River County Hospital District,Seat 7,NA,UnderVotes,19925
Indian River,Indian River County Hospital District,Seat 7,NOP,Brian Gallagher,18124
Indian River,Indian River County Hospital District,Seat 7,NOP,Jad-Alexander Hadi Shalhoub,17317
Indian River,Indian River County Hospital District,Seat 7,NOP,William P Cooney,22223
Indian River,Indian River Mosquito Control District,Seat 2,NA,OverVotes,14
Indian River,Indian River Mosquito Control District,Seat 2,NA,UnderVotes,17015
Indian River,Indian River Mosquito Control District,Seat 2,NOP,Anna Jean Kirkland,34772
Indian River,Indian River Mosquito Control District,Seat 2,NOP,Lawrence Kyzer,25782
Indian River,Indian River Soil and Water Conservation District,Group 1,NA,OverVotes,5
Indian River,Indian River Soil and Water Conservation District,Group 1,NA,UnderVotes,20019
Indian River,Indian River Soil and Water Conservation District,Group 1,NOP,Bob Adair,38786
Indian River,Indian River Soil and Water Conservation District,Group 1,NOP,Shawn R. Frost,18814
Indian River,Registered Voters,NA,NA,NA,119433
Indian River,Retention of Charles T. Canady,Justice of the Supreme Court,NA,OverVotes,22
Indian River,Retention of Charles T. Canady,Justice of the Supreme Court,NA,UnderVotes,13067
Indian River,Retention of Charles T. Canady,Justice of the Supreme Court,NOP,No,18498
Indian River,Retention of Charles T. Canady,Justice of the Supreme Court,NOP,Yes,46037
Indian River,Retention of Cory J. Ciklin,Fourth District Court of Appeal,NA,OverVotes,26
Indian River,Retention of Cory J. Ciklin,Fourth District Court of Appeal,NA,UnderVotes,15835
Indian River,Retention of Cory J. Ciklin,Fourth District Court of Appeal,NOP,No,19386
Indian River,Retention of Cory J. Ciklin,Fourth District Court of Appeal,NOP,Yes,42377
Indian River,Retention of Dorian K. Damoorgian,Fourth District Court of Appeal,NA,OverVotes,13
Indian River,Retention of Dorian K. Damoorgian,Fourth District Court of Appeal,NA,UnderVotes,16163
Indian River,Retention of Dorian K. Damoorgian,Fourth District Court of Appeal,NOP,No,17508
Indian River,Retention of Dorian K. Damoorgian,Fourth District Court of Appeal,NOP,Yes,43940
Indian River,Retention of Ed Artau,Fourth District Court of Appeal,NA,OverVotes,16
Indian River,Retention of Ed Artau,Fourth District Court of Appeal,NA,UnderVotes,15377
Indian River,Retention of Ed Artau,Fourth District Court of Appeal,NOP,No,17640
Indian River,Retention of Ed Artau,Fourth District Court of Appeal,NOP,Yes,44591
Indian River,Retention of Jamie Grosshans,Justice of the Supreme Court,NA,OverVotes,16
Indian River,Retention of Jamie Grosshans,Justice of the Supreme Court,NA,UnderVotes,13801
Indian River,Retention of Jamie Grosshans,Justice of the Supreme Court,NOP,No,18578
Indian River,Retention of Jamie Grosshans,Justice of the Supreme Court,NOP,Yes,45229
Indian River,Retention of John D. Couriel,Justice of the Supreme Court,NA,OverVotes,16
Indian River,Retention of John D. Couriel,Justice of the Supreme Court,NA,UnderVotes,13555
Indian River,Retention of John D. Couriel,Justice of the Supreme Court,NOP,No,18467
Indian River,Retention of John D. Couriel,Justice of the Supreme Court,NOP,Yes,45586
Indian River,Retention of Jonathan D. Gerber,Fourth District Court of Appeal,NA,OverVotes,13
Indian River,Retention of Jonathan D. Gerber,Fourth District Court of Appeal,NA,UnderVotes,16159
Indian River,Retention of Jonathan D. Gerber,Fourth District Court of Appeal,NOP,No,15673
Indian River,Retention of Jonathan D. Gerber,Fourth District Court of Appeal,NOP,Yes,45779
Indian River,Retention of Jorge Labarga,Justice of the Supreme Court,NA,OverVotes,45
Indian River,Retention of Jorge Labarga,Justice of the Supreme Court,NA,UnderVotes,13881
Indian River,Retention of Jorge Labarga,Justice of the Supreme Court,NOP,No,22258
Indian River,Retention of Jorge Labarga,Justice of the Supreme Court,NOP,Yes,41440
Indian River,Retention of Melanie G. May,Fourth District Court of Appeal,NA,OverVotes,5
Indian River,Retention of Melanie G. May,Fourth District Court of Appeal,NA,UnderVotes,17091
Indian River,Retention of Melanie G. May,Fourth District Court of Appeal,NOP,No,17800
Indian River,Retention of Melanie G. May,Fourth District Court of Appeal,NOP,Yes,42728
Indian River,Retention of Ricky Polston,Justice of the Supreme Court,NA,OverVotes,15
Indian River,Retention of Ricky Polston,Justice of the Supreme Court,NA,UnderVotes,14183
Indian River,Retention of Ricky Polston,Justice of the Supreme Court,NOP,No,19237
Indian River,Retention of Ricky Polston,Justice of the Supreme Court,NOP,Yes,44189
Indian River,Retention of Robert M. Gross,Fourth District Court of Appeal,NA,OverVotes,28
Indian River,Retention of Robert M. Gross,Fourth District Court of Appeal,NA,UnderVotes,16095
Indian River,Retention of Robert M. Gross,Fourth District Court of Appeal,NOP,No,21828
Indian River,Retention of Robert M. Gross,Fourth District Court of Appeal,NOP,Yes,39673
Indian River,Retention of Spencer D. Levine,Fourth District Court of Appeal,NA,OverVotes,6
Indian River,Retention of Spencer D. Levine,Fourth District Court of Appeal,NA,UnderVotes,16104
Indian River,Retention of Spencer D. Levine,Fourth District Court of Appeal,NOP,No,16221
Indian River,Retention of Spencer D. Levine,Fourth District Court of Appeal,NOP,Yes,45293
Indian River,School Board,2,NA,OverVotes,37
Indian River,School Board,2,NA,UnderVotes,10752
Indian River,School Board,2,NOP,Cynthia M Gibbs,29898
Indian River,School Board,2,NOP,Jacqueline Rosario,36937
Indian River,State House,34,DEM,Karen Greb,24306
Indian River,State House,34,NA,OverVotes,3
Indian River,State House,34,NA,UnderVotes,1994
Indian River,State House,34,REP,Robert Brackett,51321
Indian River,U.S. House,8,DEM,Joanne Terry,24637
Indian River,U.S. House,8,NA,OverVotes,2
Indian River,U.S. House,8,NA,UnderVotes,1505
Indian River,U.S. House,8,REP,Bill Posey,51480
Indian River,U.S. Senate,NA,DEM,Val Demings,25613
Indian River,U.S. Senate,NA,LPF,Dennis Misigoy,268
Indian River,U.S. Senate,NA,NA,OverVotes,13
Indian River,U.S. Senate,NA,NA,UnderVotes,396
Indian River,U.S. Senate,NA,NA,WriteinVotes,26
Indian River,U.S. Senate,NA,NPA,Steven B. Grant,297
Indian River,U.S. Senate,NA,NPA,Tuan TQ Nguyen,133
Indian River,U.S. Senate,NA,REP,Marco Rubio,50878
Jackson,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NA,OverVotes,5
Jackson,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NA,UnderVotes,1050
Jackson,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NOP,No for Rejection,6852
Jackson,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NOP,Yes for Approval,8448
Jackson,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NA,OverVotes,8
Jackson,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NA,UnderVotes,1011
Jackson,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NOP,No for Rejection,7114
Jackson,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NOP,Yes for Approval,8222
Jackson,Amendment No. 3: Additional Homestead Property Tax Exemption For Specified Critical Public Services Workforce,NA,NA,OverVotes,7
Jackson,Amendment No. 3: Additional Homestead Property Tax Exemption For Specified Critical Public Services Workforce,NA,NA,UnderVotes,745
Jackson,Amendment No. 3: Additional Homestead Property Tax Exemption For Specified Critical Public Services Workforce,NA,NOP,No for Rejection,6283
Jackson,Amendment No. 3: Additional Homestead Property Tax Exemption For Specified Critical Public Services Workforce,NA,NOP,Yes for Approval,9320
Jackson,Attorney General,NA,DEM,Aramis Ayala,3769
Jackson,Attorney General,NA,NA,OverVotes,1
Jackson,Attorney General,NA,NA,UnderVotes,129
Jackson,Attorney General,NA,REP,Ashley Moody,12456
Jackson,Chief Financial Officer,NA,DEM,Adam Hattersley,3841
Jackson,Chief Financial Officer,NA,NA,OverVotes,1
Jackson,Chief Financial Officer,NA,NA,UnderVotes,119
Jackson,Chief Financial Officer,NA,REP,Jimmy Patronis,12394
Jackson,Commissioner of Agriculture,NA,DEM,Naomi Esther Blemur,3983
Jackson,Commissioner of Agriculture,NA,NA,OverVotes,1
Jackson,Commissioner of Agriculture,NA,NA,UnderVotes,179
Jackson,Commissioner of Agriculture,NA,REP,Wilton Simpson,12192
Jackson,Governor,NA,DEM,Crist / Hernandez,3835
Jackson,Governor,NA,LPF,Roos / Rorabaugh,27
Jackson,Governor,NA,NA,OverVotes,6
Jackson,Governor,NA,NA,UnderVotes,23
Jackson,Governor,NA,NPA,Gimenez / Gibson,52
Jackson,Governor,NA,REP,DeSantis / Nuñez,12412
Jackson,Registered Voters,NA,NA,NA,28745
Jackson,Retention of Bo Winokur,First District Court of Appeal,NA,OverVotes,3
Jackson,Retention of Bo Winokur,First District Court of Appeal,NA,UnderVotes,1539
Jackson,Retention of Bo Winokur,First District Court of Appeal,NOP,No,5577
Jackson,Retention of Bo Winokur,First District Court of Appeal,NOP,Yes,9236
Jackson,Retention of Bobby Long,First District Court of Appeal,NA,OverVotes,3
Jackson,Retention of Bobby Long,First District Court of Appeal,NA,UnderVotes,1308
Jackson,Retention of Bobby Long,First District Court of Appeal,NOP,No,5191
Jackson,Retention of Bobby Long,First District Court of Appeal,NOP,Yes,9853
Jackson,Retention of Charles T. Canady,Justice of the Supreme Court,NA,OverVotes,6
Jackson,Retention of Charles T. Canady,Justice of the Supreme Court,NA,UnderVotes,1213
Jackson,Retention of Charles T. Canady,Justice of the Supreme Court,NOP,No,5491
Jackson,Retention of Charles T. Canady,Justice of the Supreme Court,NOP,Yes,9645
Jackson,Retention of Jamie Grosshans,Justice of the Supreme Court,NA,OverVotes,2
Jackson,Retention of Jamie Grosshans,Justice of the Supreme Court,NA,UnderVotes,1342
Jackson,Retention of Jamie Grosshans,Justice of the Supreme Court,NOP,No,5285
Jackson,Retention of Jamie Grosshans,Justice of the Supreme Court,NOP,Yes,9726
Jackson,Retention of John D. Couriel,Justice of the Supreme Court,NA,OverVotes,1
Jackson,Retention of John D. Couriel,Justice of the Supreme Court,NA,UnderVotes,1301
Jackson,Retention of John D. Couriel,Justice of the Supreme Court,NOP,No,5364
Jackson,Retention of John D. Couriel,Justice of the Supreme Court,NOP,Yes,9689
Jackson,Retention of Jorge Labarga,Justice of the Supreme Court,NA,OverVotes,2
Jackson,Retention of Jorge Labarga,Justice of the Supreme Court,NA,UnderVotes,1292
Jackson,Retention of Jorge Labarga,Justice of the Supreme Court,NOP,No,6609
Jackson,Retention of Jorge Labarga,Justice of the Supreme Court,NOP,Yes,8452
Jackson,Retention of Lori S. Rowe,First District Court of Appeal,NA,OverVotes,8
Jackson,Retention of Lori S. Rowe,First District Court of Appeal,NA,UnderVotes,1456
Jackson,Retention of Lori S. Rowe,First District Court of Appeal,NOP,No,5555
Jackson,Retention of Lori S. Rowe,First District Court of Appeal,NOP,Yes,9336
Jackson,Retention of Ricky Polston,Justice of the Supreme Court,NA,OverVotes,8
Jackson,Retention of Ricky Polston,Justice of the Supreme Court,NA,UnderVotes,1209
Jackson,Retention of Ricky Polston,Justice of the Supreme Court,NOP,No,5323
Jackson,Retention of Ricky Polston,Justice of the Supreme Court,NOP,Yes,9815
Jackson,Retention of Ross L. Bilbrey,First District Court of Appeal,NA,OverVotes,2
Jackson,Retention of Ross L. Bilbrey,First District Court of Appeal,NA,UnderVotes,1330
Jackson,Retention of Ross L. Bilbrey,First District Court of Appeal,NOP,No,5509
Jackson,Retention of Ross L. Bilbrey,First District Court of Appeal,NOP,Yes,9514
Jackson,Retention of Susan Kelsey,First District Court of Appeal,NA,OverVotes,4
Jackson,Retention of Susan Kelsey,First District Court of Appeal,NA,UnderVotes,1349
Jackson,Retention of Susan Kelsey,First District Court of Appeal,NOP,No,5272
Jackson,Retention of Susan Kelsey,First District Court of Appeal,NOP,Yes,9730
Jackson,State Senate,2,DEM,Carolynn Zonia,3918
Jackson,State Senate,2,NA,OverVotes,2
Jackson,State Senate,2,NA,UnderVotes,209
Jackson,State Senate,2,REP,Jay Trumbull,12226
Jackson,U.S. House,2,DEM,Al Lawson,4133
Jackson,U.S. House,2,NA,OverVotes,0
Jackson,U.S. House,2,NA,UnderVotes,85
Jackson,U.S. House,2,REP,Neal Dunn,12137
Jackson,U.S. Senate,NA,DEM,Val Demings,3956
Jackson,U.S. Senate,NA,LPF,Dennis Misigoy,41
Jackson,U.S. Senate,NA,NA,OverVotes,7
Jackson,U.S. Senate,NA,NA,UnderVotes,61
Jackson,U.S. Senate,NA,NA,WriteinVotes,8
Jackson,U.S. Senate,NA,NPA,Steven B. Grant,80
Jackson,U.S. Senate,NA,NPA,Tuan TQ Nguyen,14
Jackson,U.S. Senate,NA,REP,Marco Rubio,12188
Jefferson,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NA,OverVotes,2
Jefferson,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NA,UnderVotes,480
Jefferson,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NOP,No for Rejection,3459
Jefferson,Amendment No. 1: Limitation On Assessment of Real Property Used For Residential Purposes,NA,NOP,Yes for Approval,3211
Jefferson,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NA,OverVotes,2
Jefferson,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NA,UnderVotes,496
Jefferson,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NOP,No for Rejection,3514
Jefferson,Amendment No. 2: Abolishing the Constitution Revision Commission,NA,NOP,Yes for Approval,3140
Jefferson,Amendment No. 3: Additional Homestead Property Tax Exemption For Specified Critical Public Services Workforce,NA,NA,OverVotes,4
Jefferson,Amendment No. 3: Additional Homestead Property Tax Exemption For Specified Critical Public Services Workforce,NA,NA,UnderVotes,363
Jefferson,Amendment No. 3: Additional Homestead Property Tax Exemption For Specified Critical Public Services Workforce,NA,NOP,No for Rejection,3106
Jefferson,Amendment No. 3: Additional Homestead Property Tax Exemption For Specified Critical Public Services Workforce,NA,NOP,Yes for Approval,3679
Jefferson,Attorney General,NA,DEM,Aramis Ayala,2615
Jefferson,Attorney General,NA,NA,OverVotes,0
Jefferson,Attorney General,NA,NA,UnderVotes,78
Jefferson,Attorney General,NA,REP,Ashley Moody,4459
Jefferson,Chief Financial Officer,NA,DEM,Adam Hattersley,2697
Jefferson,Chief Financial Officer,NA,NA,OverVotes,0
Jefferson,Chief Financial Officer,NA,NA,UnderVotes,137
Jefferson,Chief Financial Officer,NA,REP,Jimmy Patronis,4318
Jefferson,Commissioner of Agriculture,NA,DEM,Naomi Esther Blemur,2734
Jefferson,Commissioner of Agriculture,NA,NA,OverVotes,0
Jefferson,Commissioner of Agriculture,NA,NA,UnderVotes,131
Jefferson,Commissioner of Agriculture,NA,REP,Wilton Simpson,4287
Jefferson,County Commissioner,2,DEM,Gene Hall,750
Jefferson,County Commissioner,2,LPF,Paul Henry,304
Jefferson,County Commissioner,2,NA,OverVotes,1
Jefferson,County Commissioner,2,NA,UnderVotes,30
Jefferson,County Commissioner,4,NA,OverVotes,0
Jefferson,County Commissioner,4,NA,UnderVotes,20
Jefferson,County Commissioner,4,NPA,Betsy Barfield,719
Jefferson,County Commissioner,4,REP,Austin Hosford,1033
Jefferson,Governor,NA,DEM,Crist / Hernandez,2776
Jefferson,Governor,NA,LPF,Roos / Rorabaugh,14
Jefferson,Governor,NA,NA,OverVotes,2
Jefferson,Governor,NA,NA,UnderVotes,23
Jefferson,Governor,NA,NPA,Gimenez / Gibson,27
Jefferson,Governor,NA,REP,DeSantis / Nuñez,4310
Jefferson,Registered Voters,NA,NA,NA,9622
Jefferson,Retention of Bo Winokur,First District Court of Appeal,NA,OverVotes,0
Jefferson,Retention of Bo Winokur,First District Court of Appeal,NA,UnderVotes,782
Jefferson,Retention of Bo Winokur,First District Court of Appeal,NOP,No,2376
Jefferson,Retention of Bo Winokur,First District Court of Appeal,NOP,Yes,3994
Jefferson,Retention of Bobby Long,First District Court of Appeal,NA,OverVotes,1
Jefferson,Retention of Bobby Long,First District Court of Appeal,NA,UnderVotes,792
Jefferson,Retention of Bobby Long,First District Court of Appeal,NOP,No,2212
Jefferson,Retention of Bobby Long,First District Court of Appeal,NOP,Yes,4147
Jefferson,Retention of Charles T. Canady,Justice of the Supreme Court,NA,OverVotes,0
Jefferson,Retention of Charles T. Canady,Justice of the Supreme Court,NA,UnderVotes,667
Jefferson,Retention of Charles T. Canady,Justice of the Supreme Court,NOP,No,2264
Jefferson,Retention of Charles T. Canady,Justice of the Supreme Court,NOP,Yes,4221
Jefferson,Retention of Jamie Grosshans,Justice of the Supreme Court,NA,OverVotes,1
Jefferson,Retention of Jamie Grosshans,Justice of the Supreme Court,NA,UnderVotes,721
Jefferson,Retention of Jamie Grosshans,Justice of the Supreme Court,NOP,No,2299
Jefferson,Retention of Jamie Grosshans,Justice of the Supreme Court,NOP,Yes,4131
Jefferson,Retention of John D. Couriel,Justice of the Supreme Court,NA,OverVotes,1
Jefferson,Retention of John D. Couriel,Justice of the Supreme Court,NA,UnderVotes,709
Jefferson,Retention of John D. Couriel,Justice of the Supreme Court,NOP,No,2336
